 "bdr" , "w" , "bc" , "trl" ,
 "http://purl.bdrc.io/resource/P6666" , "http://www.sudoc.fr/164858903/id" , "ཕ་ཡུལ་གྱི་ཕན་བདེའི་ཆེད་དུ།  : བཀྲ་ཤིས་ཚ་རིང་གི་ལོ་རྒྱུས། མེལ་ཝིན་སི་གྷོལྜ་སི་ཊཻན་དང་། བཀྲ་ཤིས་ཚེ་རིང་། ཝི་ལིམ་ཨར་་སའི་བྷན་ཤུ་བཅས་ཀྱིས་བརྩམས། ཆུང་ཚེ་རིང་གིས་བསྒྱུར། / [Dharamsala] : བོད་ཀྱི་དཔེ་མཛོད་ཁང་། , 2010" , "Chung tshe ring (1974-....)" ,
 "http://purl.bdrc.io/resource/P6384" , "http://www.sudoc.fr/169129179/id" , "ดุลยภาพแห่งชีวิต  / ตาร์ถัง ทุลกู  ; วัชรา ทรัพย์สุวรรณ, แปล/ พิมพ์ครั้งที่ ๕ / กรุงเทพฯ : มูลนิธิโกมลคีมทอง , ๒๕๔๐ [1997]" , "Watcharā Sapsuwan" ,
 "http://purl.bdrc.io/resource/P1618" , "http://www.sudoc.fr/193596695/id" , "Admission at Dharma's gate  / by Sonam Tsemo  ; Translated by Christopher Wilkinson / Concord : Suvarna Bhasa Publishing , c. 2014" , "Wilkinson, Christopher (1957-....)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/00043762X/id" , "Le rêve dans le pavillon rouge  / Cao Xuequin  ; traduction, introduction, notes et variantes par Li Tche-houa et Jacqueline Alézai͏̈s  ; révision par André d'Hormon / [Paris] : Gallimard , 1981" , "Alézaïs, Jacqueline (19..-2009)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/00043762X/id" , "Le rêve dans le pavillon rouge  / Cao Xuequin  ; traduction, introduction, notes et variantes par Li Tche-houa et Jacqueline Alézai͏̈s  ; révision par André d'Hormon / [Paris] : Gallimard , 1981" , "Li, Zhihua (1915-....)" ,
 "http://purl.bdrc.io/resource/P1428" , "http://www.sudoc.fr/062655272/id" , "Tāranātha's history of Buddhism in India  / translated from the Tibetan by Lama Chimpa, Alaka Chattopadhyaya  ; edited by Debiprasad Chattopadhyaya/ Réimpr. / Calcutta : K P Bagchi & Company , 1980, cop. 1970" , "Chattopadhyaya, Alaka" ,
 "http://purl.bdrc.io/resource/P1428" , "http://www.sudoc.fr/062655272/id" , "Tāranātha's history of Buddhism in India  / translated from the Tibetan by Lama Chimpa, Alaka Chattopadhyaya  ; edited by Debiprasad Chattopadhyaya/ Réimpr. / Calcutta : K P Bagchi & Company , 1980, cop. 1970" , "Chimpa (19..-.... ; Lama)" ,
 "http://purl.bdrc.io/resource/P736" , "http://www.sudoc.fr/153305002/id" , "Une  lampe sur le chemin de la libération  = = ཟབ་གསང་མཁའ་འགྲོའི་སྙིང་ཐིག་གི་སྔོན་འགྲོའི་ཁྲིད་རིམ་ཐར་ལམ་སྣང་སྒྲོན། : instructions complètes sur les pratiques préliminaires de la profonde et secrète "essence du coeur de la dâkinî"  / Dudjom Rinpoché Jigdral Yéshé Dorjé  ; traduit du tibétain par le Comité de traduction Padmakara / Plazac : Padmakara , DL 2011" , "Association Padmakara (Peyzac-le-Moustier, Dordogne)" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/061752789/id" , "The splendor of an autumn moon  : the devotional verse of Tsongkhapa  / translated and edited by Gavin Kilty / Boston : Wisdom Publications , c2001" , "Kilty, Gavin" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/181362910/id" , "A Lamp to illuminate the five stages  : teachings on Guhyasamaja tantra  / Tsongkhapa  ; Translated by Gavin Kilty / Boston : Wisdom Publications , 2013" , "Kilty, Gavin" ,
 "http://purl.bdrc.io/resource/P6666" , "http://www.sudoc.fr/149172583/id" , "Mon combat pour un Tibet moderne  : récit de vie de Tashi Tsering  / par Melvyn Goldstein, William Siebenschuh et Tashi Tsering  ; [traduit de l'anglais par André Lacroix] / Villeurbanne : Ed. Golias , impr. 2010" , "Lacroix, André (1939?-....)" ,
 "http://purl.bdrc.io/resource/P1428" , "http://www.sudoc.fr/015575403/id" , "Tāranātha's history of Buddhism in India  / translated from the Tibetan by Lama Chimpa [and] Alaka Chattopadhyaya  ; edited by Debiprasad Chattopadhyaya / Simla : Indian Institute of Advanced Study , 1970" , "Chattopadhyaya, Alaka" ,
 "http://purl.bdrc.io/resource/P1428" , "http://www.sudoc.fr/015575403/id" , "Tāranātha's history of Buddhism in India  / translated from the Tibetan by Lama Chimpa [and] Alaka Chattopadhyaya  ; edited by Debiprasad Chattopadhyaya / Simla : Indian Institute of Advanced Study , 1970" , "Chimpa (19..-.... ; Lama)" ,
 "http://purl.bdrc.io/resource/P7513" , "http://www.sudoc.fr/000042021/id" , "La société japonaise  / Chie Nakane  ; traduit de l'anglais par Laurence Ratier  ; préface de Michel Crozier / Paris : Armand Colin , DL 1974" , "Ratier, Laurence" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/082616477/id" , "Calming the mind and discerning the real  : Buddhist meditation and the middle view, from the Lam rim chen mo Tsoṅ-kha-pa  / translated by Alex Wayman / Delhi : Motilal Banarsidass , 1979" , "Wayman, Alex (1921-....)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/054127513/id" , "The story of the stone  2, The crab-flower club  : a Chinese novel  / by Cao Xueqin...  ; transl. by David Hawkes / Harmondsworth : Penguin books , 1977" , "Hawkes, David (1923-....)" ,
 "http://purl.bdrc.io/resource/P1KG4195" , "http://www.sudoc.fr/169263088/id" , "From Tibet confidentially  : secret correspondence of the thirteenth Dalai Lama to Agvan Dorzhiev, 1911-1925  / introduction, translation and comments by Jampa Samten and Nikolay Tsyrempilov / Dharamsala : Library of Tibetan Works & Archives , 2012" , "Byams pa bsam gtan (20è siècle ; Shāstrī)" ,
 "http://purl.bdrc.io/resource/P197" , "http://www.sudoc.fr/169263088/id" , "From Tibet confidentially  : secret correspondence of the thirteenth Dalai Lama to Agvan Dorzhiev, 1911-1925  / introduction, translation and comments by Jampa Samten and Nikolay Tsyrempilov / Dharamsala : Library of Tibetan Works & Archives , 2012" , "Byams pa bsam gtan (20è siècle ; Shāstrī)" ,
 "http://purl.bdrc.io/resource/P1KG4195" , "http://www.sudoc.fr/169263088/id" , "From Tibet confidentially  : secret correspondence of the thirteenth Dalai Lama to Agvan Dorzhiev, 1911-1925  / introduction, translation and comments by Jampa Samten and Nikolay Tsyrempilov / Dharamsala : Library of Tibetan Works & Archives , 2012" , "Cyrempilov, Nikolaj Vladimirovič" ,
 "http://purl.bdrc.io/resource/P197" , "http://www.sudoc.fr/169263088/id" , "From Tibet confidentially  : secret correspondence of the thirteenth Dalai Lama to Agvan Dorzhiev, 1911-1925  / introduction, translation and comments by Jampa Samten and Nikolay Tsyrempilov / Dharamsala : Library of Tibetan Works & Archives , 2012" , "Cyrempilov, Nikolaj Vladimirovič" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/178546208/id" , "Rten ʼbrel bstod pa legs bśad sñiṅ po  = = Pratītyasamutpādastutisubhāṣitahr̥dayam :   / Rje Tsoṅ-kha-pasmdzad pa  / of Ācarya Tsoṅkhāpā  ; translated by Gyaltsen Namdol, Ngawang Samten / Sarnath : Central Institute of Higher Tibetan Studies , 1982" , "Gyaltsen Namdol" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/178546208/id" , "Rten ʼbrel bstod pa legs bśad sñiṅ po  = = Pratītyasamutpādastutisubhāṣitahr̥dayam :   / Rje Tsoṅ-kha-pasmdzad pa  / of Ācarya Tsoṅkhāpā  ; translated by Gyaltsen Namdol, Ngawang Samten / Sarnath : Central Institute of Higher Tibetan Studies , 1982" , "Ngawang Samten Chophel" ,
 "http://purl.bdrc.io/resource/P1166" , "http://www.sudoc.fr/167921568/id" , "མཁས་མཆོག་དགེ་འདུན་ཆོས་འཕེལ་གྱི་རྟོགས་པ་བརྗོད་པ།  / ཧོར་ཁང་བསོད་ནམས་དཔལ་འབར་གྱིས་བརྩམས།  ; Hoshi Izumi, Ōkawa Kensaku [trad.] / 東京 : 東京外国語大学アジア・アフリカ言語文化研究所 , 2012" , "Hoshi, Izumi (1967-....)" ,
 "http://purl.bdrc.io/resource/P1166" , "http://www.sudoc.fr/167921568/id" , "མཁས་མཆོག་དགེ་འདུན་ཆོས་འཕེལ་གྱི་རྟོགས་པ་བརྗོད་པ།  / ཧོར་ཁང་བསོད་ནམས་དཔལ་འབར་གྱིས་བརྩམས།  ; Hoshi Izumi, Ōkawa Kensaku [trad.] / 東京 : 東京外国語大学アジア・アフリカ言語文化研究所 , 2012" , "Ōkawa, Kensaku (1975-....)" ,
 "http://purl.bdrc.io/resource/P1647" , "http://www.sudoc.fr/118370839/id" , "A history of traditional fields of learning  : a concise history of dissemination of traditional fields of learning in Tibet  = = Bod du rig gnas dar tshul mdor bsa[sic]dus bshad pa :   / Muge Samten  ; translated by Sangye Tandar Naga / Dharamsala : Library of Tibetan works and archives , cop. 2005" , "Sangs rgyas bstan dar" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/18474217X/id" , "Preparing for tantra  : the mountain of blessings  / Tsongkapa  ; with a commentary by Pabongka Rinpoche  ; translated by Khen Rinpoche Geshe Lobsang Tharchin, with Michael Roach / Howell, N.J., USA : Mahayana Sutra and Tantra Press , cop. 1995" , "Roach, Michael (1952-)" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/18474217X/id" , "Preparing for tantra  : the mountain of blessings  / Tsongkapa  ; with a commentary by Pabongka Rinpoche  ; translated by Khen Rinpoche Geshe Lobsang Tharchin, with Michael Roach / Howell, N.J., USA : Mahayana Sutra and Tantra Press , cop. 1995" , "Tharchin, Sermey Geshe Lobsang (1921-2004)" ,
 "http://purl.bdrc.io/resource/P1428" , "http://www.sudoc.fr/025853333/id" , "The origin of the Tārā tantra  / by Jo-naṅ Tāranātha  ; translated and edited by David Templeman / Dharamsala, H.P. : Library of Tibetan Works & Archives , 1981" , "Templeman, David (19..-....)" ,
 "http://purl.bdrc.io/resource/P6118" , "http://www.sudoc.fr/197376584/id" , "Madhyānta-vibhaṅga  : discourse on discrimination between middle and ex-tremes  / ascribed to Bodhisattva Maitreya and commented by Vasubandhu and Sthiramati  ; Translated from the Sanskrit by Th. Stcherbatsky / Moscou : Academy of Sciences of USSR Press , 1936" , "Ŝerbatskoj, Fëdor Ippolitovič (1866-1942)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/024072672/id" , "Le rêve dans le pavillon rouge  [2], Suite de l'histoire de la pierre  / Ts'ao siue-kin  ; traduit du chinois par Franz Kuhn  ; version française établie par Armel Guerne / Paris : Guy Le Prat, Editeur , DL 1964" , "Kuhn, Franz (1884-1961)" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/060594950/id" , "The fulfillment of all hopes  : guru devotion in Tibetan Buddhism  : a commentary on Aʹsvaghoṣa's Gurupañcāśikā entitled Bla ma lnga bcu paʾi rnam bshad slob maʾi re ba kun skong shes bya ba  / by Tsongkhapa  ; translated and introduced by Gareth Sparham / Boston : Wisdom , 1999" , "Sparham, Gareth" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/028948173/id" , "Le rêve dans le pavillon rouge  / Tsʿao Siue-Kin  ; trad. du chinois par Franz Kuhn  ; version française établie par Armel Guerne / Paris : G. Le Prat , 1957-1964" , "Guerne, Armel (1911-1980)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/028948173/id" , "Le rêve dans le pavillon rouge  / Tsʿao Siue-Kin  ; trad. du chinois par Franz Kuhn  ; version française établie par Armel Guerne / Paris : G. Le Prat , 1957-1964" , "Kuhn, Franz (1884-1961)" ,
 "http://purl.bdrc.io/resource/P1428" , "http://www.sudoc.fr/087676362/id" , "Târanâtha's Geschichte des Buddhismus in Indien  / aus dem Tibetischen übersetzt von Anton Schiefner / St. Petersburg : Commissionäre der Kaiserlichen Akademie der Wissenschaften , 1869" , "Chifner, Anton Antonovitch (1817-1879)" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/001648381/id" , "Le Grand livre de la progression vers l'éveil  / par Tsongkhapa Losang Drakpa  ; trad... de Georges Driessens... / Jujurieux : Dharma , 1990-" , "Driessens, Georges (19..-....)" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/177467258/id" , "Ethics of Tibet  : Bodhisattva section of Tsong-kha-pa's Lam rim chen mo  / translated from the Tibetan original by Alex Wayman  ; foreword by the Dalai Lama / Albany : State University of New York Press , cop. 1991" , "Wayman, Alex (1921-....)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/024072591/id" , "Le rêve dans le pavillon rouge  [1], Hong-leou mong  / Ts'ao siue-kin  ; traduit du chinois par Franz Kuhn  ; version française établie par Armel Guerne / Paris : G. Le Prat , c1982" , "Kuhn, Franz (1884-1961)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/129228524/id" , "The story of the stone  5, The dreamer wakes  : a Chinese novel  / by Cao Xueqin...  ; transl. by John Minford / Harmondsworth : Penguin books , 1986" , "Minford, John (1946-.... ; sinologue)" ,
 "http://purl.bdrc.io/resource/P6384" , "http://www.sudoc.fr/002736470/id" , "L'ouverture de l'esprit  : les clés de l'énergie et de l'épanouissement  / Tarthang Tulkou  ; trad. de l'américain par Sylvie Carteron / Paris : Dervy , 1992" , "Carteron, Sylvie" ,
 "http://purl.bdrc.io/resource/P65" , "http://www.sudoc.fr/01480171X/id" , "Is enlightenment possible?  : Dharmakīrti and rGyal tshab rje on knowledge, rebirth, no-self and liberation  / introduced, translated, and annotated by Roger R. Jackson / Ithaca, N.Y. : Snow Lion Publications , cop. 1993" , "Jackson, Roger Reid (1950-....)" ,
 "http://purl.bdrc.io/resource/P442" , "http://www.sudoc.fr/023911948/id" , "Milarepa ou Jetsun-kahbum  : vie de Jetsün Milarepa  / traduite du tibétain par le Lama Kazi Dawa-Samdup  ; édité par le Dr. W. Y. Evans-Wentz,... avec introduction et commentaires  ; traduction française de Roland Ryser / Paris : Adrien-Maisonneuve , 1955" , "Dawa Samdup (1868-1922 ; Kazi)" ,
 "http://purl.bdrc.io/resource/P442" , "http://www.sudoc.fr/023911948/id" , "Milarepa ou Jetsun-kahbum  : vie de Jetsün Milarepa  / traduite du tibétain par le Lama Kazi Dawa-Samdup  ; édité par le Dr. W. Y. Evans-Wentz,... avec introduction et commentaires  ; traduction française de Roland Ryser / Paris : Adrien-Maisonneuve , 1955" , "Evans-Wentz, Walter Yeeling (1878-1965)" ,
 "http://purl.bdrc.io/resource/P442" , "http://www.sudoc.fr/023911948/id" , "Milarepa ou Jetsun-kahbum  : vie de Jetsün Milarepa  / traduite du tibétain par le Lama Kazi Dawa-Samdup  ; édité par le Dr. W. Y. Evans-Wentz,... avec introduction et commentaires  ; traduction française de Roland Ryser / Paris : Adrien-Maisonneuve , 1955" , "Ryser, Roland" ,
 "http://purl.bdrc.io/resource/P442" , "http://www.sudoc.fr/017179270/id" , "Tibet's great yogī, Milarepa  : a biography from the Tibetan, being the Jetsün-kahbum, or biographical history of Jetsün-Milarepa   / according to the late Lama Kazi Dawa-Samdup's English rendering  ; edited with introduction and annotations by W. Y. Evans-Wentz, ... / London : Oxford University Press , 1928" , "Dawa Samdup (1868-1922 ; Kazi)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/17817680X/id" , "紅樓夢  / [編輯國民文庫刊行會] / 東京 : 國民文庫刊行會 , 大正 9-11 [1920-1922]" , "Kōda, Rohan (1867-1947)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/17817680X/id" , "紅樓夢  / [編輯國民文庫刊行會] / 東京 : 國民文庫刊行會 , 大正 9-11 [1920-1922]" , "Hiraoka, Ryūjō" ,
 "http://purl.bdrc.io/resource/P6118" , "http://www.sudoc.fr/060353392/id" , "Le message du futur Bouddha ou La lignée spirituelle des trois joyaux  / Maitreya  ; [comment. par] Asanga  ; trad. du sanskrit et du tibétain par François Chenique / Paris : Dervy , 2001" , "Chénique, François (1927-2012)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/077244915/id" , "红楼梦  = = A dream of red mansions :   / 曹雪芹, 高鹗著  / written by Cao Xueqin and Gao E  ; 杨宪益, 戴乃迭译  ; translated by Yang Xianyi and Gladys Yang / 长沙 : 湖南人民出版社 , 1999" , "Yang, Xianyi (1915-2009)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/077244915/id" , "红楼梦  = = A dream of red mansions :   / 曹雪芹, 高鹗著  / written by Cao Xueqin and Gao E  ; 杨宪益, 戴乃迭译  ; translated by Yang Xianyi and Gladys Yang / 长沙 : 湖南人民出版社 , 1999" , "Yang, Gladys (1919-1999)" ,
 "http://purl.bdrc.io/resource/P64" , "http://www.sudoc.fr/110294777/id" , "Calming the mind and discerning the real  : Buddhist meditation and the middle view, from the Lam rim chen mo of Tsoṅ-kha-pa  / translated by Alex Wayman / New York : Columbia University Press , cop. 1978" , "Wayman, Alex (1921-....)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/129228206/id" , "The story of the stone  3, The warning voice  : a Chinese novel  / by Cao Xueqin...  ; transl. by David Hawkes / Harmondsworth : Penguin books , 1980" , "Hawkes, David (1923-....)" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/00954156X/id" , "A Dream of red mansions  1,   / Tsao Hsueh-chin and Kao Ngo  ; [translated by Yang Hsien-yi and Gladys Yang]  ; [illustrated by Tai Tunpang] / Peking : Foreign languages press , 1978" , "Yang, Gladys (1919-1999)" ,
 "http://purl.bdrc.io/resource/P1KG23542" , "http://www.sudoc.fr/090500334/id" , "Bardo Thödol, le livre des morts tibétain, ou les expériences d'après la mort dans le plan du Bardo  / suivant la version anglaise du lama Kazi Dawa Samdup  ; éditée par... W. Y. Evans-Wentz,..  ; Traduction française de Marguerite La Fuente  ; précédée d'une préface de Jacques Bacot / Paris : Adrien-Maisonneuve , 1933" , "La Fuente, Marguerite" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/10361723X/id" , "The dream of the red chamber  : a Chinese novel of the early Ching period  = = Hung lou meng :   / [Cao Xueqin  ; the English translation by Florence and Isabel McHugh] / [Taibei : s. n. , 1967]" , "McHugh, Isabel" ,
 "http://purl.bdrc.io/resource/P7342" , "http://www.sudoc.fr/10361723X/id" , "The dream of the red chamber  : a Chinese novel of the early Ching period  = = Hung lou meng :   / [Cao Xueqin  ; the English translation by Florence and Isabel McHugh] / [Taibei : s. n. , 1967]" , "McHugh, Florence" ,
 "http://purl.bdrc.io/resource/P423" , "http://www.sudoc.fr/01911897X/id" , "Tibetan chronological tables of Jam-dbyaṅs-bźad-pa and Sum-pa mkhan-po  / translated into English with critical comments by Alaka Chattopadhyaya in collaboration with Sanjit Kumar Sadhukhan / Sarnath, Varanasi : Central Institute of Higher Tibetan Studies , cop. 1993" , "Chattopadhyaya, Alaka" ,
