"p","prefL","es"
"http://purl.bdrc.io/resource/P10082","kun gsal snying po/","25"
"http://purl.bdrc.io/resource/P10489","bka' snying blo bzang bde skyid/","25"
"http://purl.bdrc.io/resource/P1066","sro lung pa kun dga' smon lam/","25"
"http://purl.bdrc.io/resource/P1386","zhwa dmar 07 ye shes snying po/","25"
"http://purl.bdrc.io/resource/P1431","zur mang karma legs bshad sgra dbyangs/","25"
"http://purl.bdrc.io/resource/P1480","rtogs ldan ye shes rgyal mtshan/","25"
"http://purl.bdrc.io/resource/P1498","'jam dbyangs mkhyen rab rgya mtsho/","25"
"http://purl.bdrc.io/resource/P1781","'jam dbyangs blo bzang bshes gnyen/","25"
"http://purl.bdrc.io/resource/P1827","bu ri ba byang chub skyabs/","25"
"http://purl.bdrc.io/resource/P1836","sa skya bla ma gzhon nu rgyal mtshan/","25"
"http://purl.bdrc.io/resource/P1984","rmog lcog pa rin chen brtson 'grus/","25"
"http://purl.bdrc.io/resource/P1GS58298","rin chen rgya mtsho/","25"
"http://purl.bdrc.io/resource/P1KG18504","mkhan bsod nams rgya mtsho/","25"
"http://purl.bdrc.io/resource/P1KG22594","be ri rig pa'i rdo rje/","25"
"http://purl.bdrc.io/resource/P1KG26394","skal bzang blo gsal/","25"
"http://purl.bdrc.io/resource/P1KG4296","phrin las rdo rje/","25"
"http://purl.bdrc.io/resource/P1PD108002","brtson 'grus mthar phyin/","25"
"http://purl.bdrc.io/resource/P2121","zhi ba lha 04 'phags pa dge legs rgyal mtshan/","25"
"http://purl.bdrc.io/resource/P2232","'bri gung chung tshang 05 chos nyid nor bu/","25"
"http://purl.bdrc.io/resource/P2245","blo bzang bkra shis/","25"
"http://purl.bdrc.io/resource/P247","sde srid bshad sgra dbang phyug rgyal po/","25"
"http://purl.bdrc.io/resource/P2648","bde legs/","25"
"http://purl.bdrc.io/resource/P2CZ9081","lha khang blo bzang rnam rgyal/","25"
"http://purl.bdrc.io/resource/P2DB16426","zho ra bstan pa dar rgyas/","25"
"http://purl.bdrc.io/resource/P2JM511","'bad med gzhi grol/","25"
"http://purl.bdrc.io/resource/P3798","rig 'dzin byang chub rdo rje/","25"
"http://purl.bdrc.io/resource/P3CN2947","'jigs med bzang /","25"
"http://purl.bdrc.io/resource/P4148","rin spungs pa'i bla sman bsod nams ye shes rgyal mtshan/","25"
"http://purl.bdrc.io/resource/P4149","lha zhi ba 'od/","25"
"http://purl.bdrc.io/resource/P4264","lo tsA ba rgyal ba shes rab/","25"
"http://purl.bdrc.io/resource/P4528","lo tsA ba langs ban+de tshul khrims brtsegs/","25"
"http://purl.bdrc.io/resource/P4CZ15140","lo tsA ba ba reg thos pa dga'","25"
"http://purl.bdrc.io/resource/P5222","sgrub sprul 'phrin las rgya mtsho/","25"
"http://purl.bdrc.io/resource/P5304","mnga' ris pa sangs rgyas rtse mo/","25"
"http://purl.bdrc.io/resource/P5355","khri 90 byams pa chos grags/","25"
"http://purl.bdrc.io/resource/P6048","mkhan chen thub bstan rgyal mtshan 'od zer/","25"
"http://purl.bdrc.io/resource/P6089","mkhas pa tshul khrims dpal chen/","25"
"http://purl.bdrc.io/resource/P6468","a smyon bkra shis don grub/","25"
"http://purl.bdrc.io/resource/P6685","thang bla ma blo dga'","25"
"http://purl.bdrc.io/resource/P6875","drung yig rta mgrin dbang rgyal/","25"
"http://purl.bdrc.io/resource/P6890","rat+na badz+ra/","25"
"http://purl.bdrc.io/resource/P6956","rme ba mkhan po nor bu bstan 'dzin/","25"
"http://purl.bdrc.io/resource/P7664","bya btang sngon po/","25"
"http://purl.bdrc.io/resource/P7804","bsam gtan gling pa 'phrin las 'gro 'dul las rab bde ba rtsal/","25"
"http://purl.bdrc.io/resource/P7811","rje drung blo bzang tshe ring /","25"
"http://purl.bdrc.io/resource/P7864","skye rgu mkhan po 'phrin las chos 'phel/","25"
"http://purl.bdrc.io/resource/P798","sa skya khri chen 30 ngag dbang kun dga' bkra shis/","25"
"http://purl.bdrc.io/resource/P8036","dkon mchog tshe brtan/","25"
"http://purl.bdrc.io/resource/P8421","gling dpon rgya mtsho/","25"
"http://purl.bdrc.io/resource/P8513","zhig po byang dpal/","25"
"http://purl.bdrc.io/resource/P8839","se ston nyi ma bzang po/","25"
"http://purl.bdrc.io/resource/P884","mi pham chos dpal bzang po/","25"
"http://purl.bdrc.io/resource/P891","'dzi sgar 01 bsod nams rgya mtsho/","25"
"http://purl.bdrc.io/resource/P9172","'dar pa ho thog thu/","25"
"http://purl.bdrc.io/resource/P9443","sder nang gter chen pad+ma mkhyen brtse'i 'od zer/","25"
"http://purl.bdrc.io/resource/P9790","o rgyan yongs grags/","25"
"http://purl.bdrc.io/resource/P00EGS1016953","ban de tshe ring /","24"
"http://purl.bdrc.io/resource/P00EGS1017135","spyan snga rdo rje shes rab/","24"
"http://purl.bdrc.io/resource/P00EGS1017348","'od zer rgya mtsho/","24"
"http://purl.bdrc.io/resource/P00EGS1017902","mdo khri gdugs dkar tshe ring /","24"
"http://purl.bdrc.io/resource/P00JR689","gzhi chen pa mdo sngags bstan 'dzin/","24"
"http://purl.bdrc.io/resource/P00KG012","ser byes dge bshes ngag dbang zla grags/","24"
"http://purl.bdrc.io/resource/P00KG03689","rin chen don 'grub/","24"
"http://purl.bdrc.io/resource/P00KG04063","blo bzang sbyin pa/","24"
"http://purl.bdrc.io/resource/P00KG0636","zla ba tshe ring /","24"
"http://purl.bdrc.io/resource/P00KG07601","tshe ring don grub/","24"
"http://purl.bdrc.io/resource/P10064","nag bza' blo bzang chos 'phel/","24"
"http://purl.bdrc.io/resource/P10072","pa sangs dbang chen/","24"
"http://purl.bdrc.io/resource/P10096","blo bzang thar pa/","24"
"http://purl.bdrc.io/resource/P10132","ngag dbang bstan pa/","24"
"http://purl.bdrc.io/resource/P10191","'dan bla ma chos kyi dbang phyug","24"
"http://purl.bdrc.io/resource/P10294","pad dkar yid bzhin dbang po/","24"
"http://purl.bdrc.io/resource/P10336","skal bzang legs bshad/","24"
"http://purl.bdrc.io/resource/P10714","blo bzang nor bu/","24"
"http://purl.bdrc.io/resource/P10MS11181","rig 'dzin rnam snang rdo rje/","24"
"http://purl.bdrc.io/resource/P1676","skyabs ston rin chen 'od zer/","24"
"http://purl.bdrc.io/resource/P1813","stong 'khor 06 'jam dbyangs bstan 'dzin rgya mtsho/","24"
"http://purl.bdrc.io/resource/P1905","bde chen lho brag pa blo bzang chos 'phel/","24"
"http://purl.bdrc.io/resource/P193","o rod zhabs drung blo bzang bstan pa'i rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P1CZ828","bde skyid sgrol dkar/","24"
"http://purl.bdrc.io/resource/P1CZ851","gdugs dkar sgrol ma/","24"
"http://purl.bdrc.io/resource/P1EE9","bstan 'dzin grags pa/","24"
"http://purl.bdrc.io/resource/P1GS60381","bsam grub rgyal/","24"
"http://purl.bdrc.io/resource/P1GS66357","se gri ngag dbang bstan dar/","24"
"http://purl.bdrc.io/resource/P1KG10031","chos 'khor 04 blo gros rin chen/","24"
"http://purl.bdrc.io/resource/P1KG13161","lce sgom rdzong pa/","24"
"http://purl.bdrc.io/resource/P1KG14502","shing bza' bstan 'dzin chos kyi rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P1KG14510","blo gros dpal ldan/","24"
"http://purl.bdrc.io/resource/P1KG14521","gangs shar/","24"
"http://purl.bdrc.io/resource/P1KG14549","rma chu'i bsam gtan/","24"
"http://purl.bdrc.io/resource/P1KG14553","shis tshang lha mo don grub/","24"
"http://purl.bdrc.io/resource/P1KG14798","gser khri brag dkar rin chen gser chos dge blo bzang bstan dar/","24"
"http://purl.bdrc.io/resource/P1KG14801","dka' chen rdo rje rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P1KG14940","tshul khrims 'od zer/","24"
"http://purl.bdrc.io/resource/P1KG15492","tshe ring lha mo/","24"
"http://purl.bdrc.io/resource/P1KG16209","blo bzang rgya mtsho/","24"
"http://purl.bdrc.io/resource/P1KG16272","dkon mchog dar rgyas/","24"
"http://purl.bdrc.io/resource/P1KG16275","bkra shis g.yang 'phel/","24"
"http://purl.bdrc.io/resource/P1KG16700","yum tshe ring /","24"
"http://purl.bdrc.io/resource/P1KG17622","bsod nams bzang po/","24"
"http://purl.bdrc.io/resource/P1KG18523","g.yung drung dbang rgyal/","24"
"http://purl.bdrc.io/resource/P1KG18577","bla ma thar/","24"
"http://purl.bdrc.io/resource/P1KG18622","rta mgrin tshe ring /","24"
"http://purl.bdrc.io/resource/P1KG20932","sI ri d+ham ma/","24"
"http://purl.bdrc.io/resource/P1KG21169","rnam rgyal rdo rje/","24"
"http://purl.bdrc.io/resource/P1KG21676","dka' bcu pa bkra shis tshe ring /","24"
"http://purl.bdrc.io/resource/P1KG22025","drung 'tsho shes rab 'byor ldan/","24"
"http://purl.bdrc.io/resource/P1KG22132","nor skyid tshe dbang /","24"
"http://purl.bdrc.io/resource/P1KG23834","er te ni dkon mchog rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P1KG24347","mal ti ban sal/","24"
"http://purl.bdrc.io/resource/P1KG25935","ngam ring yon tan rgya mtsho/","24"
"http://purl.bdrc.io/resource/P1KG26413","bis mdo bsod nams don grub/","24"
"http://purl.bdrc.io/resource/P1KG2853","gshes gnyen chos dpal/","24"
"http://purl.bdrc.io/resource/P1KG3373","byams pa chos grags/","24"
"http://purl.bdrc.io/resource/P1KG4188","don dam smra ba'i seng+ge","24"
"http://purl.bdrc.io/resource/P1KG4272","mkhan po chos go","24"
"http://purl.bdrc.io/resource/P1KG4943","rak ra thub bstan chos dar/","24"
"http://purl.bdrc.io/resource/P1KG5179","dpal ldan bzang po/","24"
"http://purl.bdrc.io/resource/P1KG5612","bsod nams rin chen/","24"
"http://purl.bdrc.io/resource/P1KG5843","phur bu tshe ring /","24"
"http://purl.bdrc.io/resource/P1KG5873","spen pa rdo rje/","24"
"http://purl.bdrc.io/resource/P1KG6043","sding chen nas tshe ring dbang 'dus/","24"
"http://purl.bdrc.io/resource/P1KG6052","phun tshogs rdo rje/","24"
"http://purl.bdrc.io/resource/P1KG6146","lha phrug","24"
"http://purl.bdrc.io/resource/P1KG6171","kun bzang rgyal/","24"
"http://purl.bdrc.io/resource/P1KG8534","rin chen dbang rgyal/","24"
"http://purl.bdrc.io/resource/P1KG874","skal bzang rgyal/","24"
"http://purl.bdrc.io/resource/P1KG89316","rgyal khams pa kun bzang bstan pa'i rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P1KG979","dung dkar pa tshe dbang rdo rje/","24"
"http://purl.bdrc.io/resource/P1PD181201","g.yag ze'i sku chung lnga pa gar dbang bstan 'dzin bzang po/","24"
"http://purl.bdrc.io/resource/P1PD90231","dge bshes 'jigs med dam chos/","24"
"http://purl.bdrc.io/resource/P1PD95803","su ma ti rat+na/","24"
"http://purl.bdrc.io/resource/P1TLMTGA001045","A tsAr+ya dge bshes thub bstan byang chub/","24"
"http://purl.bdrc.io/resource/P1TLMTGA001812","'jam mgon bla ma mi pham rnam rgyal rgya mtsho/","24"
"http://purl.bdrc.io/resource/P1TLMTGA002723","gsal kha med/","24"
"http://purl.bdrc.io/resource/P2760","gtsos khri sprul 01 rgyal mtshan seng+ge","24"
"http://purl.bdrc.io/resource/P2DB16419","thub bstan chos grags/","24"
"http://purl.bdrc.io/resource/P2KG208395","blo bzang 'jigs med bstan pa'i rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P2PD20166","pad+ma byang chub gling pa/","24"
"http://purl.bdrc.io/resource/P2PD20175","pad+ma 'od gsal/","24"
"http://purl.bdrc.io/resource/P3120","byang gling pa rin chen bkra shis rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P3221","'gar lo tsA ba chos kyi bzang po/","24"
"http://purl.bdrc.io/resource/P3624","bla brang khri ngag dbang dge 'dun rgya mtsho/","24"
"http://purl.bdrc.io/resource/P377","'ba' ling zhabs drung dkon mchog chos 'phel/","24"
"http://purl.bdrc.io/resource/P3CN1666","rje drung lhun grub blo ldan/","24"
"http://purl.bdrc.io/resource/P3CN17686","ang gi bla ma dka' bcu phyag rdor skyabs/","24"
"http://purl.bdrc.io/resource/P3CN701","ngag dbang yon tan/","24"
"http://purl.bdrc.io/resource/P3CN8648","dpal khang lo tsA ba'i sku skye karma gzhan phan dbang po'i sde/","24"
"http://purl.bdrc.io/resource/P3PD992","rig 'dzin lung rigs gling pa/","24"
"http://purl.bdrc.io/resource/P4108","skal bzang ye shes/","24"
"http://purl.bdrc.io/resource/P4267","legs pa'i blo gros/","24"
"http://purl.bdrc.io/resource/P4536","tshe rig 'dzin ngag dbang sangs rgyas dpal bzang /","24"
"http://purl.bdrc.io/resource/P4914","nam mkha' grags/","24"
"http://purl.bdrc.io/resource/P4CZ299080","mkhan po tshul khrims dpal ldan/","24"
"http://purl.bdrc.io/resource/P4CZ319462","per nyi ma 'dzin/","24"
"http://purl.bdrc.io/resource/P4CZ321152","drung che las zur grags pa bstan dar/","24"
"http://purl.bdrc.io/resource/P4CZ321157","badz+ra 'phrin las/","24"
"http://purl.bdrc.io/resource/P4CZ334268","bon rgya bstan 'dzin rab rgyas/","24"
"http://purl.bdrc.io/resource/P4CZ75588","'brong rtse ba nyi ma don grub/","24"
"http://purl.bdrc.io/resource/P4PD1189","gter ston chu bo rtogs ldan/","24"
"http://purl.bdrc.io/resource/P4PD3005","pad+ma tshe ring /","24"
"http://purl.bdrc.io/resource/P4PD3014","gtsang pa skal bzang ye shes/","24"
"http://purl.bdrc.io/resource/P4PD3048","zla ba bzang po/","24"
"http://purl.bdrc.io/resource/P4PD3060","shAkya bkra shis tshe ring /","24"
"http://purl.bdrc.io/resource/P5112","bdud mgon tshe ring /","24"
"http://purl.bdrc.io/resource/P5117","mgon po dbang rgyal/","24"
"http://purl.bdrc.io/resource/P5357","rin chen rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P5378","pra nye 02 skal bzang dge legs rgya mtsho/","24"
"http://purl.bdrc.io/resource/P5382","bse sprul sku 01 'jam dbyangs bsod nams rgya mtsho/","24"
"http://purl.bdrc.io/resource/P5604","sngags 'chang hUM ka ra dza ya/","24"
"http://purl.bdrc.io/resource/P5724","ye shes dpal/","24"
"http://purl.bdrc.io/resource/P5868","'bras mo rje btsun sangs rgyas 'bum/","24"
"http://purl.bdrc.io/resource/P5994","kaH thog si tu 02 chos kyi blo gros/","24"
"http://purl.bdrc.io/resource/P6065","blo bzang bstan pa rgya mtsho/","24"
"http://purl.bdrc.io/resource/P6091","se ra sngags pa khang ser mkhan po tshul khrims dar rgyas/","24"
"http://purl.bdrc.io/resource/P6163","brag dkar ba dkar brgyud bstan 'dzin nor bu/","24"
"http://purl.bdrc.io/resource/P6182","che mchog rdo rje/","24"
"http://purl.bdrc.io/resource/P6187","gung pa nam mkha' rdo rje/","24"
"http://purl.bdrc.io/resource/P6239","tshe ring bla ma 'jam dpal bzang po/","24"
"http://purl.bdrc.io/resource/P6253","hri zhod lis/","24"
"http://purl.bdrc.io/resource/P6262","klu khang zla ba tshe ring /","24"
"http://purl.bdrc.io/resource/P6266","sman pa tshul khrims rgya mtsho/","24"
"http://purl.bdrc.io/resource/P6277","blo bzang snyan grags/","24"
"http://purl.bdrc.io/resource/P6292","rdo rje/","24"
"http://purl.bdrc.io/resource/P6293","blo bzang rdo rje/","24"
"http://purl.bdrc.io/resource/P6357","rdo sngon sprul sku karma 'jigs med chos kyi seng+ge","24"
"http://purl.bdrc.io/resource/P6495","phur bu rdo rje/","24"
"http://purl.bdrc.io/resource/P6598","chos ngag","24"
"http://purl.bdrc.io/resource/P6612","smang sgang pa yon tan tshe ring /","24"
"http://purl.bdrc.io/resource/P6621","dge 'dun/","24"
"http://purl.bdrc.io/resource/P6664","dga' 'jam dbyangs ye shes/","24"
"http://purl.bdrc.io/resource/P6665","be si'i blo bzang rgya mtsho/","24"
"http://purl.bdrc.io/resource/P6841","mgon po rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P6855","skal bzang don grub/","24"
"http://purl.bdrc.io/resource/P688","khyung po ras pa 'gyur med 'od gsal/","24"
"http://purl.bdrc.io/resource/P6929","spen pa rgya mtsho/","24"
"http://purl.bdrc.io/resource/P6953","gangs ri ba chos dbyings rdo rje/","24"
"http://purl.bdrc.io/resource/P6980","spa bstan rgyal bzang po/","24"
"http://purl.bdrc.io/resource/P6996","gter ston rol pa'i rdo rje/","24"
"http://purl.bdrc.io/resource/P7081","brtul zhugs gling pa/","24"
"http://purl.bdrc.io/resource/P7198","dgra lha bzang po/","24"
"http://purl.bdrc.io/resource/P7295","zla ba tshe ring /","24"
"http://purl.bdrc.io/resource/P7300","sgra snyan pa tshe dbang /","24"
"http://purl.bdrc.io/resource/P7327","gdugs dkar/","24"
"http://purl.bdrc.io/resource/P7333","blo bzang 'jam dpal/","24"
"http://purl.bdrc.io/resource/P7340","bkra thang 07 'jam dpal ye shes rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P7356","ge bcags rtogs ldan tshangs dbyangs rgya mtsho/","24"
"http://purl.bdrc.io/resource/P7360","skal bzang tshe brtan/","24"
"http://purl.bdrc.io/resource/P7402","rdza bsod nams dar rgyas/","24"
"http://purl.bdrc.io/resource/P7411","kro'u ci wen/","24"
"http://purl.bdrc.io/resource/P7443","tshe ring dbang 'dus/","24"
"http://purl.bdrc.io/resource/P7468","ser byes blo bzang rnam rgyal/","24"
"http://purl.bdrc.io/resource/P7472","slob dpon gnag mdog","24"
"http://purl.bdrc.io/resource/P7492","hung shan ming /","24"
"http://purl.bdrc.io/resource/P7524","slob dpon bkra shis rgya mtsho/","24"
"http://purl.bdrc.io/resource/P7575","'jam dbyangs/","24"
"http://purl.bdrc.io/resource/P7580","zhi ba sbas pa/","24"
"http://purl.bdrc.io/resource/P7634","sngags 'chang rin chen dpal/","24"
"http://purl.bdrc.io/resource/P7635","la dwags rtogs ldan 08 dkon mchog thub bstan bstan pa'i rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P7646","pad+ma chos 'phel/","24"
"http://purl.bdrc.io/resource/P7762","mi nyag pa rgyal dbang chos kyi nyi ma/","24"
"http://purl.bdrc.io/resource/P7775","lha dbang rdo rje/","24"
"http://purl.bdrc.io/resource/P7797","theg mchog dbang rgyal/","24"
"http://purl.bdrc.io/resource/P7799","sdog ston 'jam dbyangs grags pa rgyal mtshan/","24"
"http://purl.bdrc.io/resource/P7801","chos 'phel/","24"
"http://purl.bdrc.io/resource/P7807","blo bzang thogs med/","24"
"http://purl.bdrc.io/resource/P7865","'brug sgra rdo rje/","24"
"http://purl.bdrc.io/resource/P7870","bkra shis rab gsal bde chen dpal 'bar/","24"
"http://purl.bdrc.io/resource/P7956","rgan po bkra shis rgya mtsho/","24"
"http://purl.bdrc.io/resource/P7991","se ra yang sprul/","24"
"http://purl.bdrc.io/resource/P8010","lha sa ba blo bzang don ldan/","24"
"http://purl.bdrc.io/resource/P8032","rta mgrin skyabs/","24"
"http://purl.bdrc.io/resource/P8034","lhun grub rdo rje/","24"
"http://purl.bdrc.io/resource/P8059","seng+ge rdo rje/","24"
"http://purl.bdrc.io/resource/P8078","thub bstan blo gros/","24"
"http://purl.bdrc.io/resource/P8095","byang chub 'jam dbyangs skyabs/","24"
"http://purl.bdrc.io/resource/P8104","dge 'dun bkra shis/","24"
"http://purl.bdrc.io/resource/P8106","gzungs phyug skyid/","24"
"http://purl.bdrc.io/resource/P8418","dga' ldan khri blo bzang nyi ma/","24"
"http://purl.bdrc.io/resource/P862","byang chub brtson 'grus/","24"
"http://purl.bdrc.io/resource/P8622","'brong sprul 07 dkon mchog lhun grub snyan grags rnam rgyal/","24"
"http://purl.bdrc.io/resource/P8675","dbang rgod/","24"
"http://purl.bdrc.io/resource/P8686","bstan 'dzin lung rtogs nyi ma/","24"
"http://purl.bdrc.io/resource/P8707","ye shes chos 'phel/","24"
"http://purl.bdrc.io/resource/P8838","rdo rje mdzes 'od/","24"
"http://purl.bdrc.io/resource/P8LS13082","a mchog blo bzang thub bstan mkhyen rab ye shes rgya mtsho/","24"
"http://purl.bdrc.io/resource/P8LS13715","smyos ngag dbang chos grags/","24"
"http://purl.bdrc.io/resource/P8LS17586","dwang ra shel zhig bla ma kun bzang bstan 'dzin/","24"
"http://purl.bdrc.io/resource/P8LS3513","nges don chos dbyings rang grol/","24"
"http://purl.bdrc.io/resource/P8LS43864","'dan ma rgyal sras sprul sku/","24"
"http://purl.bdrc.io/resource/P9000","skal bzang bkra shis/","24"
"http://purl.bdrc.io/resource/P9174","thub bstan nor bzang /","24"
"http://purl.bdrc.io/resource/P9266","khri ka ba tshe ring thar/","24"
"http://purl.bdrc.io/resource/P9354","yid bzhin dbang rgyal/","24"
"http://purl.bdrc.io/resource/P9363","zas gzhis tshe dbang rnam rgyal/","24"
"http://purl.bdrc.io/resource/P9367","rdo rje tshe ring /","24"
"http://purl.bdrc.io/resource/P9382","tshe brtan rgyal/","24"
"http://purl.bdrc.io/resource/P9554","'phrin dga'","24"
"http://purl.bdrc.io/resource/P9597","grags pa rgya mtsho/","24"
"http://purl.bdrc.io/resource/P9610","drung chen sangs rgyas rdo rje/","24"
"http://purl.bdrc.io/resource/P9631","don grub khang gsar dkon mchog bsam gtan/","24"
"http://purl.bdrc.io/resource/P9638","dpal lha/","24"
"http://purl.bdrc.io/resource/P9712","nub ri bla ma chos kyi nyi ma/","24"
"http://purl.bdrc.io/resource/P9769","nyi ma tshe ring /","24"
"http://purl.bdrc.io/resource/P9863","klu shod pa 'od zer rgya mtsho/","24"
"http://purl.bdrc.io/resource/P9878","seng+ge sprul sku rig 'dzin nyi ma/","24"
"http://purl.bdrc.io/resource/P9882","mkhan po chos bzang rgya mtsho/","24"
"http://purl.bdrc.io/resource/P10185","dpal mchog dang po'i rdo rje/","23"
"http://purl.bdrc.io/resource/P1035","mi nyag paN+Di ta grags pa rdo rje/","23"
"http://purl.bdrc.io/resource/P1760","lo tsA ba dbang phyug rgyal mtshan/","23"
"http://purl.bdrc.io/resource/P200","khyar dge blo gros rgya mtsho/","23"
"http://purl.bdrc.io/resource/P2584","jo 'tsho ba 'phags 'od/","23"
"http://purl.bdrc.io/resource/P2968","rigs grwa 'jigs med rig pa'i ral gri/","23"
"http://purl.bdrc.io/resource/P3096","sgo mang mkhan po blo bzang tshul khrims rgya mtsho/","23"
"http://purl.bdrc.io/resource/P401","tshul blo/","23"
"http://purl.bdrc.io/resource/P4114","ong po lo tsA ba/","23"
"http://purl.bdrc.io/resource/P4220","sa skya khri rabs 09 'jam dbyangs rin chen rgyal mtshan/","23"
"http://purl.bdrc.io/resource/P4801","tshul khrims rgya mtsho/","23"
"http://purl.bdrc.io/resource/P4CZ15212","lo tsA ba dar ma rin chen/","23"
"http://purl.bdrc.io/resource/P4CZ15445","lo tsA ba rba ye shes bzang po/","23"
"http://purl.bdrc.io/resource/P4CZ15499","lo tsa ba phes pa dpal/","23"
"http://purl.bdrc.io/resource/P521","'brug rgyal sras sprul sku 02 kun dga' rgyal mtshan/","23"
"http://purl.bdrc.io/resource/P5952","dga' ldan pa chos rgyal dpal bzang /","23"
"http://purl.bdrc.io/resource/P8539","mkhan po pad+ma bsam 'grub/","23"
"http://purl.bdrc.io/resource/P9720","seng+ge bzang po/","23"
"http://purl.bdrc.io/resource/P0RK367","khams pa sga lo tsa ba/","22"
"http://purl.bdrc.io/resource/P1005","sgrub khang pa dge legs rgya mtsho/","22"
"http://purl.bdrc.io/resource/P1253","rong po grub chen 07 blo bzang 'phrin las lung rtogs rgya mtsho/","22"
"http://purl.bdrc.io/resource/P1373","mkhan chen bkra shis 'od zer/","22"
"http://purl.bdrc.io/resource/P1701","rig 'dzin legs ldan bdud 'joms/","22"
"http://purl.bdrc.io/resource/P1896","thu'u bkwan 02 ngag dbang chos kyi rgya mtsho/","22"
"http://purl.bdrc.io/resource/P1968","mer ken mkhan po/","22"
"http://purl.bdrc.io/resource/P1KG12586","tshe dbang stobs lags/","22"
"http://purl.bdrc.io/resource/P1KG15211","rdo rje rin chen/","22"
"http://purl.bdrc.io/resource/P1KG16585","g.yang 'bum rgyal/","22"
"http://purl.bdrc.io/resource/P2630","'brug pa shes rab bzang po/","22"
"http://purl.bdrc.io/resource/P266","rta tshag 09 ngag dbang blo bzang bstan pa'i rgyal mtshan/","22"
"http://purl.bdrc.io/resource/P4240","lo tsA ba shes rab 'od zer/","22"
"http://purl.bdrc.io/resource/P4374","'a zha rgya gar brtsegs pa/","22"
"http://purl.bdrc.io/resource/P4380","'or ston chos 'byung /","22"
"http://purl.bdrc.io/resource/P4540","tshogs chags chung ba/","22"
"http://purl.bdrc.io/resource/P4960","hwa shang ma hA de wa/","22"
"http://purl.bdrc.io/resource/P4CZ15188","lo tsA ba gnyan bsod nams/","22"
"http://purl.bdrc.io/resource/P4CZ15368","lo tsA ba sgeg pa'i dpal/","22"
"http://purl.bdrc.io/resource/P4CZ15575","grags pa byang chub/","22"
"http://purl.bdrc.io/resource/P4CZ16883","lo tsA ba mkha' 'gro rdo rje/","22"
"http://purl.bdrc.io/resource/P5811","rtogs ldan shes pa rang grol/","22"
"http://purl.bdrc.io/resource/P6607","lcang zhabs pa 'gyur med tshe dbang /","22"
"http://purl.bdrc.io/resource/P6653","bdud lha rgyal/","22"
"http://purl.bdrc.io/resource/P6832","rong bo rab 'byams pa dge 'dun blo bzang /","22"
"http://purl.bdrc.io/resource/P7156","sa phug pa shAkya rdo rje/","22"
"http://purl.bdrc.io/resource/P7498","kun dga' chos legs/","22"
"http://purl.bdrc.io/resource/P8082","pad+ma rdo rje/","22"
"http://purl.bdrc.io/resource/P8218","'khon klu'i dbang po/","22"
"http://purl.bdrc.io/resource/P8378","bis mdo rdo rje rin chen/","22"
"http://purl.bdrc.io/resource/P940","'brug chen 06 mi pham dbang po/","22"
"http://purl.bdrc.io/resource/P9593","yon tan dar rgyas/","22"
"http://purl.bdrc.io/resource/P9605","dpal ldan rgyal/","22"
"http://purl.bdrc.io/resource/P00KG09684","sangs sprul dkon mchog bstan pa'i rgyal mtshan/","21"
"http://purl.bdrc.io/resource/P1322","dgon pa ba dbang phyug rgyal mtshan/","21"
"http://purl.bdrc.io/resource/P1KG10437","u rga bla ma blo bzang dpal ldan/","21"
"http://purl.bdrc.io/resource/P1KG10741","kham brag ngag dbang kun bzang rnam rgyal/","21"
"http://purl.bdrc.io/resource/P1KG15991","blo bzang rgya mtsho/","21"
"http://purl.bdrc.io/resource/P1PD92831","blo bzang lung rigs rgya mtsho dbang rgyal/","21"
"http://purl.bdrc.io/resource/P213","a kyA 06 blo bzang lung rtogs 'jigs med bstan pa'i rgyal mtshan/","21"
"http://purl.bdrc.io/resource/P2304","yongs 'dzin blo bzang bzod pa/","21"
"http://purl.bdrc.io/resource/P2626","gser mdog paN chen don yod grub pa/","21"
"http://purl.bdrc.io/resource/P2CZ7866","snar than mkhan chen nyi ma rgyal mtshan/","21"
"http://purl.bdrc.io/resource/P307","khri 67 'jam dbyangs smon lam/","21"
"http://purl.bdrc.io/resource/P3308","brag dkar sngags rams pa blo bzang bstan pa rab rgyas/","21"
"http://purl.bdrc.io/resource/P3475","bya yul ba chen po gzhon nu 'od/","21"
"http://purl.bdrc.io/resource/P359","gsang bdag 'phrin las lhun grub/","21"
"http://purl.bdrc.io/resource/P405","phu chung ba gzhon nu rgyal mtshan/","21"
"http://purl.bdrc.io/resource/P4762","kun mkhyen blo gros rin chen seng+ge","21"
"http://purl.bdrc.io/resource/P4CZ15220","rtses thang lo tsA ba gzhon nu dpal/","21"
"http://purl.bdrc.io/resource/P4CZ75602","lam 'bras pa bsod dga' rin po che/","21"
"http://purl.bdrc.io/resource/P5173","rgyal mkhan chen skal bzang grags pa rgya mtsho/","21"
